youtube_link,video_title,video_description,view_count,subscriber_count,published_timestamp,facebook_graph_reactions,facebook_graph_comments,facebook_graph_shares,twitter_post_count,facebook_post_count,days_to_remove,total_engagement,engagement_per_day
https://youtube.com/watch?v=w_EfYjA7JJo,The Deadly Hidden Formula Behind the Coronavirus: 5G + Common Cold (CC-33) = COVID-19,As most people would know by now several cities in the World have announced 5G roll outs through various wireless telecommunication providers over the past t...,6107.0,16300.0,2020-02-26,189,116,229,9,4,97,547,5.639175257731959
https://youtube.com/watch?v=wdjYwwV-Oss,Doku - Profiteure der Angst - Impfstoff Marketing mit erfundenen Pandemien NDR 2009,Aus aktuellem Anlass... Dokumentation aus dem Jahr 2009. Ein lebensgefährlicher Virus scheint seit Mai 2009 die Menschheit zu bedrohen. Seit die ersten Fälle...,93677.0,514.0,2020-03-27,10480,5402,6266,111,2,36,22261,618.3611111111111
https://youtube.com/watch?v=wjVC_P2hfzI,What They Don’t Want You To Know About Covid-19 Part 2. Dropping Bombs (Ep 274) | Dr. Rashid Buttar,"Dr. Rashid A. Buttar, is the Medical Director for the Center for Advanced Medicine in Mooresville, NC. He trained in General Surgery and Emergency Medicine a...",276894.0,7.0,2020-06-11,1871,874,4123,246,52,6,7166,1194.3333333333333
https://youtube.com/watch?v=xX66XruoOeo,COVID19: Expert opinions that challenge the official narrative. Why are they being censored?,What is more important to you? Freedom or obeissance? Cory Morningstar of www.wrongkindofgreen.org has been compiling some of the opinions of eminent scienti...,2078.0,1.0,2020-04-19,71,53,95,20,2,27,241,8.925925925925926
https://youtube.com/watch?v=xerdF__8rYE,Shelter In Place Is Weakening The Immune Systems Of Everyone Who Complies,DOCTORS DISPUTE NEED FOR STAY-AT-HOME ORDER ♥️,2284.0,22200.0,2020-04-25,22464,13458,6308,172,2,6,42404,7067.333333333333
https://youtube.com/watch?v=xfLVxx_lBLU,Dr. Erickson COVID-19 Briefing,Dr. Erickson COVID-19 Briefing,4573940.0,72700.0,2020-04-22,897971,1077977,346134,1000,1557,6,2324639,387439.8333333333
https://youtube.com/watch?v=xtfhFyTTTc0,"Corona FAKE crisis!!! Mediziner gegen Medien Es gibt keine gefährliche Corona Pandemie D, ENG",Original upload by Rolf Fising. Repost after it was supposedly taken down.,15412.0,115.0,2020-03-29,2223,834,904,50,8,12,4019,334.9166666666667
https://youtube.com/watch?v=yXz2S8wa5SA,LES MEDIAS DES FAKE NEWS,A vous de choisir où se trouve la vérité ! M'écrire : silvano.trotta@icloud.com La chaîne de Christophe : https://www.youtube.com/watch?v=hSbRGa0fAzc&feature...,79061.0,70900.0,2020-04-22,2902,777,4864,250,10,63,8803,139.73015873015873
https://youtube.com/watch?v=z4zxobGPsw0,COVID-19 Briefing: Current Quarantine Approach Wrong Based on Science | Dr Erickson & Dr Massihi Pt2,"Video provided by: 23 ABC News This is Part 2 and the end of the press conference. Part 1 is here: On April 22, 2020 in Bakersfield, CA Dr. Dan Erikson and D...",16306.0,1520.0,2020-04-25,1692,1650,838,37,2,15,4219,281.26666666666665
https://youtube.com/watch?v=z88va1WGL6Y,Oprah Winfrey Explains How A 7 Year Old Child Enjoys Being Raped,We need lefties to wake up. The time to act is now. Everyone is in quarantine. Show them the evidence you have collected. Archive offline. Repost to your cha...,212342.0,3430.0,2020-03-21,72568,48424,23949,215,166,82,145322,1772.219512195122
https://youtube.com/watch?v=zFN5LUaqxOA,Coronavirus Caused By 5G?,"Dr. Thomas Cowan, M.D. hypothesizes that Coronavirus may be history repeating itself and caused by 5G. Shot at the Health And Human Rights Summit in Tucson, ...",630872.0,11500.0,2020-03-12,21788,25864,20688,1000,221,32,69561,2173.78125
https://youtube.com/watch?v=zJJU5UZmTOs,VibeChecking Local Hospitals for Coronavirus Crisis | Flat Earth Boxer,"I went around hospitals in the Phoenix area to see if they were overflowing with patients. Clearly, they aren’t.",15.0,678.0,2020-03-27,588,335,589,61,45,63,1618,25.682539682539684
https://youtube.com/watch?v=zO5o--XnssE,E' tutto un grande inganno. Intervista al Generale dei Carabinieri (r) Antonio Pappalardo,"In questa Intervista al Generale dei Carabinieri (r) Antonio Pappalardo, andiamo ad analizzare tutte le incongruenze del nostro sistema politico ed economico...",1143862.0,40400.0,2020-04-04,34943,18320,53074,693,19,72,107049,1486.7916666666667
https://youtube.com/watch?v=zS0_8gYx_aM,Były pracownik Vodafone UJAWNIA- prawdziwe OBLICZE KORONAWIRUSA- Wezwanie POWSTAŃMY!,"Były pracownik Vodafone, który obecnie wdraża w Afryce nowy system finansowy oparty na blockchain niezależny od Banku Centralnego ujawnia, czym naprawdę jest...",46758.0,5.0,2020-04-03,38669,25243,44842,216,20,4,108990,27247.5
https://youtube.com/watch?v=zb6j7o1pLBw,"Dr. Erickson COVID-19 Briefing, Pt. 2",Dr. Dan Erickson of Accelerated Health Care talks about the impact of the coronavirus on Kern County.,1662951.0,7.0,2020-04-22,160248,150725,77884,1000,310,10,390167,39016.7
https://youtube.com/watch?v=zbrebIXrjGE,Corona Datenspende App: Live-Hack und Vollzugriff auf Kamera,Unterstütze unsere Arbeit durch eine Spende: https://bit.ly/3hJel0W Das Interview von Dave zum Thema Android/iOS Update / Corona: https://www.youtube.com/wat...,127.0,3840.0,2020-06-19,1552,1351,1739,42,21,21,4705,224.04761904761904
https://youtube.com/watch?v=zifFeY7_O30,Nurses Are Beginning to Come Forward,Website: https://www.somethingfeelswrong.com Website: https://dominicanrepublicrealestate.org Instagram: https://www.instagram.com/barry_in_dr/?hl=en Twitter...,13786.0,2810.0,2020-05-04,4026,4023,4950,352,3,20,13354,667.7
https://youtube.com/watch?v=zpl-EOspbbY,"Dr. Zelenko: This is a Game-Changer Potentially""
https://www.facebook.com/groups/270499269631078/permalink/3520326327981673,COVID-19 N'EXISETE PAS Un complot à l'échelle mondiale se cache dans cette entretien de David Icke""","Dennis Interviews a Doctor that has treated over 1,000 Covid-19 Patients. He tells Dennis about his remarkably positive experience with a drug that offers a ...",15421.0,4.0,2020-04-20,1383,643,765,101,30,63,2922,46.38095238095238
